movie,city,theater_count,estimated_city_gross
Date Night,Los Angeles,50,"$387,030.08"
Matchstick Men,Los Angeles,50,"$144,703.75"
Unleashed,Los Angeles,50,"$96,142.11"
Killshot,Los Angeles,50,$66.68
American Animals,Los Angeles,50,"$11,201.61"
Hannibal Rising,Los Angeles,50,"$108,493.08"
Flawless,Los Angeles,50,"$4,705.91"
All Good Things,Los Angeles,50,"$2,267.73"
Kill the Irishman,Los Angeles,50,"$4,656.81"
Kiss of the Dragon,Los Angeles,50,"$144,463.26"
Gridiron Gang,Los Angeles,50,"$150,688.35"
Animal Kingdom,Los Angeles,50,"$4,093.49"
Get Hard,Los Angeles,50,"$354,487.43"
Shaft,Los Angeles,50,"$275,768.27"
Assassination Nation,Los Angeles,50,"$7,681.69"
Get Rich or Die Tryin',Los Angeles,50,"$121,474.39"
Shaft,Los Angeles,50,"$83,749.65"
Blue Ruin,Los Angeles,50,"$1,012.02"
Starsky & Hutch,Los Angeles,50,"$345,964.73"
Infernal Affairs,Los Angeles,50,$665.20
Taking Lives,Los Angeles,50,"$128,141.72"
Can You Ever Forgive Me?,Los Angeles,50,"$34,518.41"
Osmosis Jones,Los Angeles,50,"$53,311.10"
Taxi,Los Angeles,50,"$143,545.56"
Beirut,Los Angeles,50,"$19,679.50"
Catwoman,Los Angeles,50,"$157,626.47"
Andhadhun,Los Angeles,50,"$5,386.99"
Hustle & Flow,Los Angeles,50,"$87,048.71"
Derailed,Los Angeles,50,"$141,244.07"
Beast,Los Angeles,50,"$3,138.09"
Thoroughbreds,Los Angeles,50,"$11,098.97"
After the Sunset,Los Angeles,50,"$111,081.79"
CBGB,Los Angeles,50,$156.99
New York Minute,Los Angeles,50,"$54,963.54"
Veronica Mars,Los Angeles,50,"$13,013.64"
Sympathy for Mr. Vengeance,Los Angeles,50,$177.57
The Three Burials of Melquiades Estrada,Los Angeles,50,"$19,695.38"
The Happytime Murders,Los Angeles,50,"$81,186.36"
Stuber,Los Angeles,50,"$87,710.61"
True Story,Los Angeles,50,"$18,505.10"
Hostage,Los Angeles,50,"$135,817.12"
London Fields,Los Angeles,50,$990.70
Tangerine,Los Angeles,50,"$2,751.78"
Four Lions,Los Angeles,50,"$1,192.47"
Spun,Los Angeles,50,"$1,608.48"
The Sentinel,Los Angeles,50,"$142,250.24"
A Nightmare on Elm Street,Los Angeles,50,"$247,306.04"
Peter Rabbit,Los Angeles,50,"$451,888.43"
Safe,Los Angeles,50,"$67,211.08"
Fun with Dick and Jane,Los Angeles,50,"$432,595.28"
Max Payne,Los Angeles,50,"$159,535.96"
Redemption,Los Angeles,50,$137.06
Death Wish,Los Angeles,50,"$133,374.79"
Mindhunters,Los Angeles,50,"$17,568.21"
Mr. Brooks,Los Angeles,50,"$111,650.25"
The Watcher,Los Angeles,50,"$113,420.51"
State of Play,Los Angeles,50,"$145,140.90"
The Art of Self-Defense,Los Angeles,50,"$9,452.77"
Ride Along,Los Angeles,50,"$529,068.98"
Heist,Los Angeles,50,$185.22
The Producers,Los Angeles,50,"$75,976.66"
Baise-moi,Los Angeles,50,$22.71
Machine Gun Preacher,Los Angeles,50,"$2,112.11"
The Spirit,Los Angeles,50,"$77,561.27"
The Man from Nowhere,Los Angeles,50,$25.33
One for the Money,Los Angeles,50,"$103,566.72"
The House,Los Angeles,50,"$100,312.35"
'71,Los Angeles,50,"$4,974.59"
Extract,Los Angeles,50,"$42,400.52"
Romeo Must Die,Los Angeles,50,"$219,461.62"
Saw III,Los Angeles,50,"$314,601.94"
Gigli,Los Angeles,50,"$23,794.44"
Mortdecai,Los Angeles,50,"$29,820.49"
Trance,Los Angeles,50,"$9,093.12"
Ichi the Killer,Los Angeles,50,$79.53
The International,Los Angeles,50,"$99,787.05"
Bad Santa,Los Angeles,50,"$235,486.00"
Saw 3D,Los Angeles,50,"$179,221.58"
Perfect Stranger,Los Angeles,50,"$94,040.77"
Destroyer,Los Angeles,50,"$6,011.89"
The Paperboy,Los Angeles,50,"$2,715.72"
Paul Blart: Mall Cop,Los Angeles,50,"$81,628.15"
The Perfect Score,Los Angeles,50,"$40,728.37"
The Book of Henry,Los Angeles,50,"$16,544.06"
Kidnap,Los Angeles,50,"$120,440.30"
Righteous Kill,Los Angeles,50,"$157,152.17"
Saving Silverman,Los Angeles,50,"$75,874.10"
Trust,Los Angeles,50,$470.56
Hunger,Los Angeles,50,$604.14
Analyze That,Los Angeles,50,"$125,945.70"
Murder by Numbers,Los Angeles,50,"$125,253.67"
I Love You Phillip Morris,Los Angeles,50,"$7,981.10"
Punisher: War Zone,Los Angeles,50,"$31,163.34"
Where the Truth Lies,Los Angeles,50,"$3,417.10"
Under Suspicion,Los Angeles,50,"$1,014.28"
Cellular,Los Angeles,50,"$125,480.57"
Bernie,Los Angeles,50,"$36,084.10"
Ong-Bak: The Thai Warrior,Los Angeles,50,"$17,879.20"
Assault on Precinct 13,Los Angeles,50,"$78,322.67"
Femme Fatale,Los Angeles,50,"$25,846.48"
Dead Man's Shoes,Los Angeles,50,$23.58
Bad Samaritan,Los Angeles,50,"$13,468.22"
Out of Time,Los Angeles,50,"$160,382.41"
Horns,Los Angeles,50,$644.90
The Gunman,Los Angeles,50,"$41,720.10"
Premium Rush,Los Angeles,50,"$79,496.46"
Sin Nombre,Los Angeles,50,"$9,936.75"
The Condemned,Los Angeles,50,$14.58
Malibu's Most Wanted,Los Angeles,50,"$134,519.17"
"The Gangster, the Cop, the Devil",Los Angeles,50,$848.83
Detroit,Los Angeles,50,"$65,831.19"
Eye See You,Los Angeles,50,$310.38
Child 44,Los Angeles,50,"$4,729.04"
The Glass House,Los Angeles,50,"$70,579.67"
Duplicity,Los Angeles,50,"$159,078.92"
Appaloosa,Los Angeles,50,"$79,228.11"
Cosmopolis,Los Angeles,50,"$2,915.67"
The Quiet,Los Angeles,50,"$1,494.56"
Fanboys,Los Angeles,50,"$2,699.60"
Paid in Full,Los Angeles,50,"$11,927.88"
Gotti,Los Angeles,50,"$17,029.03"
Keanu,Los Angeles,50,"$80,636.96"
Headhunters,Los Angeles,50,"$4,692.25"
Death Sentence,Los Angeles,50,"$37,382.15"
Elite Squad,Los Angeles,50,$31.60
Domino,Los Angeles,50,"$39,871.65"
A Man Apart,Los Angeles,50,"$102,659.72"
Agent Cody Banks,Los Angeles,50,"$187,957.77"
Kill List,Los Angeles,50,$103.11
The Clovehitch Killer,Los Angeles,50,$32.18
The Rover,Los Angeles,50,"$4,348.97"
Deception,Los Angeles,50,"$18,027.01"
The Pink Panther 2,Los Angeles,50,"$140,847.69"
Run All Night,Los Angeles,50,"$103,751.46"
House of Sand and Fog,Los Angeles,50,"$50,992.22"
The Bad Lieutenant: Port of Call - New Orleans,Los Angeles,50,"$6,657.39"
Breach,Los Angeles,50,"$130,293.95"
The Fifth Estate,Los Angeles,50,"$12,759.04"
Marshall,Los Angeles,50,"$39,410.79"
The Brave One,Los Angeles,50,"$144,262.04"
Bandits,Los Angeles,50,"$163,008.82"
High Crimes,Los Angeles,50,"$162,883.62"
Alex Cross,Los Angeles,50,"$101,503.92"
The Brothers Bloom,Los Angeles,50,"$13,799.84"
Irrational Man,Los Angeles,50,"$15,792.16"
Red State,Los Angeles,50,"$4,331.26"
Blonde and Blonder,Los Angeles,50,$165.39
Saw IV,Los Angeles,50,"$248,188.55"
Lizzie,Los Angeles,50,"$2,517.78"
London Boulevard,Los Angeles,50,$27.10
Control,Los Angeles,50,$929.95
Miss Bala,Los Angeles,50,"$58,839.12"
Batman: The Killing Joke,Los Angeles,50,"$14,801.11"
Basic,Los Angeles,50,"$104,043.47"
Charlie Says,Los Angeles,50,$154.88
Big Momma's House 2,Los Angeles,50,"$275,108.45"
The Snowtown Murders,Los Angeles,50,$31.41
Untraceable,Los Angeles,50,"$112,479.96"
Harsh Times,Los Angeles,50,"$13,087.44"
The Proposition,Los Angeles,50,"$7,452.41"
Runner Runner,Los Angeles,50,"$75,737.18"
Starred Up,Los Angeles,50,$133.70
Dahmer,Los Angeles,50,$564.63
A Prophet,Los Angeles,50,"$8,173.50"
Vantage Point,Los Angeles,50,"$283,343.49"
Hot Pursuit,Los Angeles,50,"$135,296.20"
Suburbicon,Los Angeles,50,"$22,643.46"
In the Fade,Los Angeles,50,"$1,258.63"
Free Fire,Los Angeles,50,"$7,051.49"
The Green Hornet,Los Angeles,50,"$387,299.19"
Joe,Los Angeles,50,"$1,463.94"
The Ladykillers,Los Angeles,50,"$156,045.64"
Reindeer Games,Los Angeles,50,"$91,593.51"
Torque,Los Angeles,50,"$83,180.52"
Kangaroo Jack,Los Angeles,50,"$262,440.23"
Term Life,Los Angeles,50,$51.13
Nothing But the Truth,Los Angeles,50,$11.94
"Big Mommas: Like Father, Like Son",Los Angeles,50,"$148,659.68"
In the Valley of Elah,Los Angeles,50,"$26,574.33"
Hollywoodland,Los Angeles,50,"$56,519.55"
Secret in Their Eyes,Los Angeles,50,"$79,122.84"
Primeval,Los Angeles,50,"$41,551.85"
