movie,city,theater_count,estimated_city_gross
Elite Squad,Phoenix,50,$12.48
Domino,Phoenix,50,"$15,745.81"
A Man Apart,Phoenix,50,"$40,541.59"
Agent Cody Banks,Phoenix,50,"$74,226.85"
Kill List,Phoenix,50,$40.72
The Clovehitch Killer,Phoenix,50,$12.71
The Rover,Phoenix,50,"$1,717.46"
Deception,Phoenix,50,"$7,119.09"
The Pink Panther 2,Phoenix,50,"$55,622.50"
Run All Night,Phoenix,50,"$40,972.74"
House of Sand and Fog,Phoenix,50,"$20,137.46"
The Bad Lieutenant: Port of Call - New Orleans,Phoenix,50,"$2,629.08"
Breach,Phoenix,50,"$51,454.69"
The Fifth Estate,Phoenix,50,"$5,038.70"
Marshall,Phoenix,50,"$15,563.81"
The Brave One,Phoenix,50,"$56,970.87"
Bandits,Phoenix,50,"$64,374.20"
High Crimes,Phoenix,50,"$64,324.76"
Alex Cross,Phoenix,50,"$40,085.15"
The Brothers Bloom,Phoenix,50,"$5,449.73"
Irrational Man,Phoenix,50,"$6,236.52"
Red State,Phoenix,50,"$1,710.47"
Blonde and Blonder,Phoenix,50,$65.32
Saw IV,Phoenix,50,"$98,012.73"
Lizzie,Phoenix,50,$994.30
London Boulevard,Phoenix,50,$10.70
Control,Phoenix,50,$367.25
Miss Bala,Phoenix,50,"$23,236.30"
Batman: The Killing Joke,Phoenix,50,"$5,845.14"
Basic,Phoenix,50,"$41,088.05"
Charlie Says,Phoenix,50,$61.16
Big Momma's House 2,Phoenix,50,"$108,643.73"
The Snowtown Murders,Phoenix,50,$12.41
Untraceable,Phoenix,50,"$44,419.73"
Harsh Times,Phoenix,50,"$5,168.39"
The Proposition,Phoenix,50,"$2,943.05"
Runner Runner,Phoenix,50,"$29,909.55"
Starred Up,Phoenix,50,$52.80
Dahmer,Phoenix,50,$222.98
A Prophet,Phoenix,50,"$3,227.81"
Vantage Point,Phoenix,50,"$111,895.85"
Hot Pursuit,Phoenix,50,"$53,430.14"
Suburbicon,Phoenix,50,"$8,942.18"
In the Fade,Phoenix,50,$497.05
Free Fire,Phoenix,50,"$2,784.72"
The Green Hornet,Phoenix,50,"$152,949.25"
Joe,Phoenix,50,$578.13
The Ladykillers,Phoenix,50,"$61,624.35"
Reindeer Games,Phoenix,50,"$36,171.41"
Torque,Phoenix,50,"$32,849.02"
Kangaroo Jack,Phoenix,50,"$103,640.90"
Term Life,Phoenix,50,$20.19
Nothing But the Truth,Phoenix,50,$4.71
"Big Mommas: Like Father, Like Son",Phoenix,50,"$58,707.55"
In the Valley of Elah,Phoenix,50,"$10,494.53"
Hollywoodland,Phoenix,50,"$22,320.27"
Secret in Their Eyes,Phoenix,50,"$31,246.59"
Primeval,Phoenix,50,"$16,409.34"
3-Iron,Phoenix,50,$369.30
Memoir of a Murderer,Phoenix,50,$141.42
Cop Out,Phoenix,50,"$69,484.39"
Gomorrah,Phoenix,50,"$2,442.79"
White Girl,Phoenix,50,$307.34
Son of a Gun,Phoenix,50,$2.18
Brooklyn's Finest,Phoenix,50,"$42,045.43"
The Girl Who Played with Fire,Phoenix,50,"$14,062.07"
Harry Brown,Phoenix,50,"$2,816.01"
From Paris with Love,Phoenix,50,"$37,129.80"
Crossing Over,Phoenix,50,$703.20
12 Rounds,Phoenix,50,"$18,941.26"
Street Fighter: The Legend of Chun-Li,Phoenix,50,"$13,536.36"
Chopper,Phoenix,50,$362.72
The Whole Ten Yards,Phoenix,50,"$25,275.74"
Leviathan,Phoenix,50,"$1,692.07"
Wonderland,Phoenix,50,"$1,635.25"
P2,Phoenix,50,"$6,181.67"
Money Monster,Phoenix,50,"$63,502.36"
Raees,Phoenix,50,"$5,052.30"
In Secret,Phoenix,50,$650.73
Peter Rabbit 2: The Runaway,Phoenix,50,"$62,712.13"
Bad Education,Phoenix,50,"$8,069.92"
We Own the Night,Phoenix,50,"$44,226.71"
Sugar & Spice,Phoenix,50,"$20,557.80"
Don 2,Phoenix,50,"$5,698.52"
Super Dark Times,Phoenix,50,$51.27
