movie,city,theater_count,estimated_city_gross
Beast,Chicago,50,"$2,283.47"
Thoroughbreds,Chicago,50,"$8,076.32"
After the Sunset,Chicago,50,"$80,830.18"
CBGB,Chicago,50,$114.24
New York Minute,Chicago,50,"$39,994.97"
Veronica Mars,Chicago,50,"$9,469.56"
Sympathy for Mr. Vengeance,Chicago,50,$129.21
The Three Burials of Melquiades Estrada,Chicago,50,"$14,331.61"
The Happytime Murders,Chicago,50,"$59,076.36"
Stuber,Chicago,50,"$63,823.83"
True Story,Chicago,50,"$13,465.49"
Hostage,Chicago,50,"$98,829.18"
London Fields,Chicago,50,$720.90
Tangerine,Chicago,50,"$2,002.37"
Four Lions,Chicago,50,$867.72
Spun,Chicago,50,"$1,170.43"
The Sentinel,Chicago,50,"$103,510.33"
A Nightmare on Elm Street,Chicago,50,"$179,955.62"
Peter Rabbit,Chicago,50,"$328,822.79"
Safe,Chicago,50,"$48,907.06"
Fun with Dick and Jane,Chicago,50,"$314,783.87"
Max Payne,Chicago,50,"$116,088.52"
Redemption,Chicago,50,$99.73
Death Wish,Chicago,50,"$97,051.99"
Mindhunters,Chicago,50,"$12,783.75"
Mr. Brooks,Chicago,50,"$81,243.83"
The Watcher,Chicago,50,"$82,531.98"
State of Play,Chicago,50,"$105,613.76"
The Art of Self-Defense,Chicago,50,"$6,878.44"
Ride Along,Chicago,50,"$384,984.27"
Heist,Chicago,50,$134.77
The Producers,Chicago,50,"$55,285.46"
Baise-moi,Chicago,50,$16.53
Machine Gun Preacher,Chicago,50,"$1,536.90"
The Spirit,Chicago,50,"$56,438.52"
The Man from Nowhere,Chicago,50,$18.43
One for the Money,Chicago,50,"$75,361.74"
The House,Chicago,50,"$72,993.65"
'71,Chicago,50,"$3,619.82"
Extract,Chicago,50,"$30,853.32"
Romeo Must Die,Chicago,50,"$159,694.24"
Saw III,Chicago,50,"$228,924.40"
Gigli,Chicago,50,"$17,314.35"
Mortdecai,Chicago,50,"$21,699.29"
Trance,Chicago,50,"$6,616.74"
Ichi the Killer,Chicago,50,$57.87
The International,Chicago,50,"$72,611.41"
Bad Santa,Chicago,50,"$171,354.60"
Saw 3D,Chicago,50,"$130,413.03"
Perfect Stranger,Chicago,50,"$68,430.05"
Destroyer,Chicago,50,"$4,374.64"
The Paperboy,Chicago,50,"$1,976.13"
Paul Blart: Mall Cop,Chicago,50,"$59,397.84"
The Perfect Score,Chicago,50,"$29,636.56"
The Book of Henry,Chicago,50,"$12,038.51"
Kidnap,Chicago,50,"$87,640.03"
Righteous Kill,Chicago,50,"$114,353.92"
Saving Silverman,Chicago,50,"$55,210.83"
Trust,Chicago,50,$342.41
Hunger,Chicago,50,$439.61
Analyze That,Chicago,50,"$91,646.11"
Murder by Numbers,Chicago,50,"$91,142.54"
I Love You Phillip Morris,Chicago,50,"$5,807.55"
Punisher: War Zone,Chicago,50,"$22,676.43"
Where the Truth Lies,Chicago,50,"$2,486.50"
Under Suspicion,Chicago,50,$738.06
Cellular,Chicago,50,"$91,307.65"
Bernie,Chicago,50,"$26,257.09"
Ong-Bak: The Thai Warrior,Chicago,50,"$13,010.04"
Assault on Precinct 13,Chicago,50,"$56,992.56"
Femme Fatale,Chicago,50,"$18,807.54"
Dead Man's Shoes,Chicago,50,$17.16
Bad Samaritan,Chicago,50,"$9,800.33"
Out of Time,Chicago,50,"$116,704.45"
Horns,Chicago,50,$469.27
The Gunman,Chicago,50,"$30,358.20"
Premium Rush,Chicago,50,"$57,846.69"
Sin Nombre,Chicago,50,"$7,230.61"
The Condemned,Chicago,50,$10.61
Malibu's Most Wanted,Chicago,50,"$97,884.71"
"The Gangster, the Cop, the Devil",Chicago,50,$617.67
Detroit,Chicago,50,"$47,902.96"
Eye See You,Chicago,50,$225.85
Child 44,Chicago,50,"$3,441.15"
The Glass House,Chicago,50,"$51,358.26"
Duplicity,Chicago,50,"$115,755.95"
Appaloosa,Chicago,50,"$57,651.42"
Cosmopolis,Chicago,50,"$2,121.62"
The Quiet,Chicago,50,"$1,087.54"
Fanboys,Chicago,50,"$1,964.40"
Paid in Full,Chicago,50,"$8,679.49"
Gotti,Chicago,50,"$12,391.41"
Keanu,Chicago,50,"$58,676.58"
Headhunters,Chicago,50,"$3,414.38"
Death Sentence,Chicago,50,"$27,201.63"
Elite Squad,Chicago,50,$23.00
Domino,Chicago,50,"$29,013.15"
A Man Apart,Chicago,50,"$74,701.75"
Agent Cody Banks,Chicago,50,"$136,770.04"
Kill List,Chicago,50,$75.03
The Clovehitch Killer,Chicago,50,$23.42
The Rover,Chicago,50,"$3,164.59"
Deception,Chicago,50,"$13,117.60"
The Pink Panther 2,Chicago,50,"$102,489.74"
Run All Night,Chicago,50,"$75,496.17"
House of Sand and Fog,Chicago,50,"$37,105.19"
The Bad Lieutenant: Port of Call - New Orleans,Chicago,50,"$4,844.34"
Breach,Chicago,50,"$94,810.17"
The Fifth Estate,Chicago,50,"$9,284.29"
Marshall,Chicago,50,"$28,677.80"
The Brave One,Chicago,50,"$104,974.25"
Bandits,Chicago,50,"$118,615.60"
High Crimes,Chicago,50,"$118,524.49"
Alex Cross,Chicago,50,"$73,860.71"
The Brothers Bloom,Chicago,50,"$10,041.64"
Irrational Man,Chicago,50,"$11,491.38"
Red State,Chicago,50,"$3,151.70"
Blonde and Blonder,Chicago,50,$120.35
Saw IV,Chicago,50,"$180,597.79"
Lizzie,Chicago,50,"$1,832.10"
London Boulevard,Chicago,50,$19.72
Control,Chicago,50,$676.69
Miss Bala,Chicago,50,"$42,815.09"
Batman: The Killing Joke,Chicago,50,"$10,770.23"
Basic,Chicago,50,"$75,708.65"
Charlie Says,Chicago,50,$112.70
Big Momma's House 2,Chicago,50,"$200,186.42"
The Snowtown Murders,Chicago,50,$22.86
Untraceable,Chicago,50,"$81,847.58"
Harsh Times,Chicago,50,"$9,523.26"
The Proposition,Chicago,50,"$5,422.85"
Runner Runner,Chicago,50,"$55,111.19"
Starred Up,Chicago,50,$97.29
Dahmer,Chicago,50,$410.86
A Prophet,Chicago,50,"$5,947.56"
Vantage Point,Chicago,50,"$206,178.76"
Hot Pursuit,Chicago,50,"$98,450.12"
Suburbicon,Chicago,50,"$16,476.82"
In the Fade,Chicago,50,$915.86
Free Fire,Chicago,50,"$5,131.12"
The Green Hornet,Chicago,50,"$281,823.55"
Joe,Chicago,50,"$1,065.25"
The Ladykillers,Chicago,50,"$113,548.74"
Reindeer Games,Chicago,50,"$66,649.27"
Torque,Chicago,50,"$60,527.44"
Kangaroo Jack,Chicago,50,"$190,968.22"
Term Life,Chicago,50,$37.20
Nothing But the Truth,Chicago,50,$8.69
"Big Mommas: Like Father, Like Son",Chicago,50,"$108,174.25"
In the Valley of Elah,Chicago,50,"$19,337.18"
Hollywoodland,Chicago,50,"$41,127.23"
Secret in Their Eyes,Chicago,50,"$57,574.82"
Primeval,Chicago,50,"$30,235.77"
3-Iron,Chicago,50,$680.47
Memoir of a Murderer,Chicago,50,$260.58
Cop Out,Chicago,50,"$128,031.61"
Gomorrah,Chicago,50,"$4,501.07"
White Girl,Chicago,50,$566.31
Son of a Gun,Chicago,50,$4.03
Brooklyn's Finest,Chicago,50,"$77,472.70"
The Girl Who Played with Fire,Chicago,50,"$25,910.70"
Harry Brown,Chicago,50,"$5,188.77"
From Paris with Love,Chicago,50,"$68,415.19"
Crossing Over,Chicago,50,"$1,295.71"
12 Rounds,Chicago,50,"$34,901.08"
Street Fighter: The Legend of Chun-Li,Chicago,50,"$24,942.03"
Chopper,Chicago,50,$668.35
The Whole Ten Yards,Chicago,50,"$46,572.96"
Leviathan,Chicago,50,"$3,117.80"
Wonderland,Chicago,50,"$3,013.10"
P2,Chicago,50,"$11,390.31"
Money Monster,Chicago,50,"$117,009.15"
Raees,Chicago,50,"$9,309.34"
In Secret,Chicago,50,"$1,199.04"
Peter Rabbit 2: The Runaway,Chicago,50,"$115,553.08"
Bad Education,Chicago,50,"$14,869.60"
We Own the Night,Chicago,50,"$81,491.93"
Sugar & Spice,Chicago,50,"$37,879.70"
Don 2,Chicago,50,"$10,500.07"
Super Dark Times,Chicago,50,$94.46
The X Files: I Want to Believe,Chicago,50,"$59,863.88"
3000 Miles to Graceland,Chicago,50,"$44,902.97"
xXx: State of the Union,Chicago,50,"$76,672.44"
Trespass,Chicago,50,$47.98
The Informant!,Chicago,50,"$95,045.03"
Skiptrace,Chicago,50,$5.11
Don,Chicago,50,"$2,294.95"
Man of the House,Chicago,50,"$56,204.08"
The Whistleblower,Chicago,50,"$3,198.01"
Blood Work,Chicago,50,"$74,748.31"
99 Homes,Chicago,50,"$4,025.40"
The Killer Inside Me,Chicago,50,$613.31
Loving Pablo,Chicago,50,$62.82
Transsiberian,Chicago,50,"$6,287.08"
Kill the Messenger,Chicago,50,"$6,992.37"
The Way of the Gun,Chicago,50,"$17,277.05"
Ride Along 2,Chicago,50,"$260,259.66"
Saw V,Chicago,50,"$161,900.88"
